1007.000000 0.000000 0.000000 0.000000 0
2007.000000 0.000000 0.000000 0.000000 1
3007.000000 0.000000 0.000000 0.000000 2
4015.000000 0.000000 0.000000 0.000000 3
5015.000000 0.000000 0.000000 0.000000 4
6015.000000 0.000000 0.000000 0.000000 5
7015.000000 0.000000 0.000000 0.000000 6
8007.000000 0.000000 0.000000 0.000000 7
9007.000000 0.000000 0.000000 0.000000 8
10007.000000 0.000000 0.000000 0.000000 9
11007.000000 0.000000 0.000000 0.000000 10
12007.000000 0.000000 0.000000 0.000000 11
13015.000000 0.000000 0.000000 0.000000 12
14015.000000 0.000000 0.000000 0.000000 13
15007.000000 0.000000 0.000000 0.000000 14
16007.000000 0.000000 0.000000 0.000000 15
17015.000000 0.000000 0.000000 0.000000 16
18015.000000 0.000000 0.000000 0.000000 17
19007.000000 0.000000 0.000000 0.000000 18
20007.000000 0.000000 0.000000 0.000000 19
21007.000000 0.000000 0.000000 0.000000 20
22007.000000 0.000000 0.000000 0.000000 21
23007.000000 0.000000 0.000000 0.000000 22
24007.000000 0.000000 0.000000 0.000000 23
25007.000000 0.000000 0.000000 0.000000 24
26007.000000 0.000000 0.000000 0.000000 25
27007.000000 0.000000 0.000000 0.000000 26
28007.000000 0.000000 0.000000 0.000000 27
29007.000000 0.000000 0.000000 0.000000 28
30007.000000 0.000000 0.000000 0.000000 29
31007.000000 0.000000 0.000000 0.000000 30
32015.000000 0.000000 0.000000 0.000000 31
33015.000000 0.000000 0.000000 0.000000 32
34015.000000 0.000000 0.000000 0.000000 33
35015.000000 0.000000 0.000000 0.000000 34
36015.000000 0.000000 0.000000 0.000000 35
37015.000000 0.000000 0.000000 0.000000 36
38007.000000 0.000000 0.000000 0.000000 37
39007.000000 0.000000 0.000000 0.000000 38
40007.000000 0.000000 0.000000 0.000000 39
41007.000000 0.000000 0.000000 0.000000 40
42007.000000 0.000000 0.000000 0.000000 41
43007.000000 0.000000 0.000000 0.000000 42
44007.000000 0.000000 0.000000 0.000000 43
45007.000000 0.000000 0.000000 0.000000 44
46007.000000 0.000000 0.000000 0.000000 45
47007.000000 0.000000 0.000000 0.000000 46
48039.000000 0.000000 0.000000 0.000000 47
49007.000000 0.000000 0.000000 0.000000 48
50007.000000 0.000000 0.000000 0.000000 49
51007.000000 0.000000 0.000000 0.000000 50
52007.000000 0.000000 0.000000 0.000000 51
53007.000000 0.000000 0.000000 0.000000 52
54007.000000 0.000000 0.000000 0.000000 53
55007.000000 0.000000 0.000000 0.000000 54
56007.000000 0.000000 0.000000 0.000000 55
57007.000000 0.000000 0.000000 0.000000 56
58007.000000 0.000000 0.000000 0.000000 57
59007.000000 0.000000 0.000000 0.000000 58
60007.000000 0.000000 0.000000 0.000000 59
61015.000000 0.000000 0.000000 0.000000 60
62015.000000 0.000000 0.000000 0.000000 61
63015.000000 0.000000 0.000000 0.000000 62
64015.000000 0.000000 0.000000 0.000000 63
65015.000000 0.000000 0.000000 0.000000 64
66015.000000 0.000000 0.000000 0.000000 65
67007.000000 0.000000 0.000000 0.000000 66
68007.000000 0.000000 0.000000 0.000000 67
69007.000000 0.000000 0.000000 0.000000 68
70007.000000 0.000000 0.000000 0.000000 69
71007.000000 0.000000 0.000000 0.000000 70
72007.000000 0.000000 0.000000 0.000000 71
73007.000000 0.000000 0.000000 0.000000 72
74007.000000 0.000000 0.000000 0.000000 73
75007.000000 0.000000 0.000000 0.000000 74
76007.000000 0.000000 0.000000 0.000000 75
